id_empresa,cnae_descricao,cnae_4dig,situacao_desc,classe_risco,sancionada,municipio,porte_desc,opcao_simples,opcao_mei,score_risco,score_risco_v2,if_score,if_anomalia,if_score_norm,if_score_risco,dbscan_cluster,dbscan_outlier,pca_1,pca_2,score_manual_norm,score_final,ranking,classe_final
EMP_RJ_00045,Comércio varejista de combustíveis (postos),4731,Ativa,Alto,0,5883,,,,3,6,0.07919304525742527,0,0.7657467149954983,0.2342532850045017,11,0,0.9580963694106805,0.4553348805869733,0.5,0.2671266425022508,577,Baixo
EMP_RJ_00046,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,5865,,,,0,2,0.16068742115868173,0,0.9853559784813072,0.014644021518692818,2,0,-1.281139527640451,0.10882507455418329,0.16666666666666666,0.057322010759346405,1476,Baixo
EMP_RJ_00047,Comércio varejista de combustíveis (postos),4731,Inapta,Crítico,0,5833,,,,4,10,0.08520614808176219,0,0.7819506930972154,0.21804930690278457,6,0,-2.7188672447308395,-0.24559241654441433,0.8333333333333334,0.3590246534513923,358,Médio
EMP_RJ_00048,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,6001,,,,0,2,0.1579407276738693,0,0.9779542488950619,0.022045751104938116,0,0,0.1172493591082875,1.436424126038821,0.16666666666666666,0.061022875552469054,1449,Baixo
EMP_RJ_00049,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,5853,,,,0,2,0.1576684554155624,0,0.9772205355626615,0.02277946443733847,2,0,-1.3796459552186935,-0.004569115074836001,0.16666666666666666,0.06138973221866923,1445,Baixo
EMP_RJ_00050,Comércio varejista de combustíveis (postos),4731,Inapta,Alto,0,5897,,,,4,8,0.13569878931779067,0,0.9180171594105851,0.08198284058941485,3,0,-2.1586390979454277,0.944603999642384,0.6666666666666666,0.2409914202947074,700,Baixo
EMP_RJ_00051,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,5853,,,,0,2,0.15923094908660657,0,0.9814311093661228,0.018568890633877233,2,0,-1.1760540014946794,0.27301769283340593,0.16666666666666666,0.05928444531693861,1464,Baixo
EMP_RJ_00052,Comércio atacadista de combustíveis,4681,Inapta,Alto,0,5869,,N,N,4,8,0.1398100180134424,0,0.929096008667223,0.07090399133277703,3,0,-2.1360168188262367,0.9254988237289654,0.6666666666666666,0.2354519956663885,733,Baixo
EMP_RJ_00053,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,5801,,,,2,5,0.014904066191599175,0,0.5925021789552758,0.4074978210447242,-1,1,2.487371431394253,1.763750535428271,0.4166666666666667,0.5287489105223622,119,Alto
EMP_RJ_00054,Comércio varejista de combustíveis (postos),4731,Inapta,Alto,0,5833,,,,4,8,0.13388968216683572,0,0.9131420169900883,0.08685798300991165,3,0,-2.038944105520333,0.9714805214480109,0.6666666666666666,0.2434289915049558,691,Baixo
